order_id,gmv,profit,quantity,category,sub_category,cost,total_gmv,total_cost,total_profit,order_date,customer_name,city,country,region,segment,ship_date,ship_mode,lon,lat
AZ-2014-4983887,96,35,3,Office Supplies,Binders,61,288,61,105,2014-12-08,Kayla Tearle,Le Cannet,France,Central,Corporate,2014-12-14,Economy,7.01902,43.576551
AZ-2014-4983887,45,16,4,Office Supplies,Supplies,29,180,29,64,2014-12-08,Kayla Tearle,Le Cannet,France,Central,Corporate,2014-12-14,Economy,7.01902,43.576551
AZ-2014-4983887,1578,131,11,Office Supplies,Appliances,1045,17358,1447,1441,2014-12-08,Kayla Tearle,Le Cannet,France,Central,Corporate,2014-12-14,Economy,7.01902,43.576551
AZ-2014-4983887,2070,83,8,Technology,Accessories,1987,16560,1987,664,2014-12-08,Kayla Tearle,Le Cannet,France,Central,Corporate,2014-12-14,Economy,7.01902,43.576551
BN-2011-8431343,146,18,3,Office Supplies,Storage,128,438,128,54,2011-08-30,Terence Welch,Vallauris,France,Central,Consumer,2011-09-05,Economy,7.055041,43.577244
AZ-2011-5482172,66,11,4,Office Supplies,Paper,55,264,55,44,2011-08-09,Tina Brantley,Vallauris,France,Central,Home Office,2011-08-13,Economy,7.055041,43.577244
AZ-2011-6256805,51,23,4,Office Supplies,Binders,28,204,28,92,2011-11-21,Zoe Lowin,Antibes,France,Central,Consumer,2011-11-27,Economy,7.125102,43.580418
AZ-2011-6256805,69,27,2,Office Supplies,Supplies,42,138,42,54,2011-11-21,Zoe Lowin,Antibes,France,Central,Consumer,2011-11-27,Economy,7.125102,43.580418
BN-2014-8046775,7,0,1,Office Supplies,Fasteners,7,7,7,0,2014-04-15,Louis Dominguez,Toulouse,France,Central,Corporate,2014-04-21,Economy,1.444209,43.604652
AZ-2011-9632713,112,5,4,Office Supplies,Storage,107,448,107,20,2011-11-01,Isabelle Vaughan,Castres,France,Central,Consumer,2011-11-06,Economy,2.241295,43.606214
AZ-2014-4649759,27,6,2,Office Supplies,Paper,21,54,21,12,2014-03-06,Jose Gambino,Castres,France,Central,Corporate,2014-03-12,Economy,2.241295,43.606214
AZ-2014-4649759,40,13,4,Office Supplies,Labels,27,160,27,52,2014-03-06,Jose Gambino,Castres,France,Central,Corporate,2014-03-12,Economy,2.241295,43.606214
AZ-2012-9607544,23,4,1,Office Supplies,Art,19,23,19,4,2012-02-09,Claire Harrington,Castres,France,Central,Home Office,2012-02-13,Economy,2.241295,43.606214
AZ-2012-9607544,38,19,3,Office Supplies,Labels,19,114,19,57,2012-02-09,Claire Harrington,Castres,France,Central,Home Office,2012-02-13,Economy,2.241295,43.606214
AZ-2012-9607544,805,79,16,Office Supplies,Storage,466,12880,726,1264,2012-02-09,Claire Harrington,Castres,France,Central,Home Office,2012-02-13,Economy,2.241295,43.606214
AZ-2012-9607544,284,100,2,Technology,Machines,184,568,184,200,2012-02-09,Claire Harrington,Castres,France,Central,Home Office,2012-02-13,Economy,2.241295,43.606214
AZ-2014-7090989,49,21,1,Office Supplies,Art,28,49,28,21,2014-12-15,Jessica Williams,Montpellier,France,Central,Consumer,2014-12-21,Economy,3.876716,43.610769
AZ-2014-7090989,122,59,7,Furniture,Furnishings,63,854,63,413,2014-12-15,Jessica Williams,Montpellier,France,Central,Consumer,2014-12-21,Economy,3.876716,43.610769
AZ-2011-7181024,76,9,4,Furniture,Furnishings,67,304,67,36,2011-08-24,Ethan Howarth,Montpellier,France,Central,Consumer,2011-08-29,Economy,3.876716,43.610769
AZ-2012-8270479,373,74,6,Technology,Phones,299,2238,299,444,2012-06-13,Jade Daniels,Montpellier,France,Central,Corporate,2012-06-17,Economy,3.876716,43.610769
AZ-2012-5139893,2123,125,8,Technology,Machines,1998,16984,1998,1000,2012-07-03,Donna Nash,Montpellier,France,Central,Corporate,2012-07-07,Economy,3.876716,43.610769
AZ-2012-8270479,492,44,7,Technology,Accessories,448,3444,448,308,2012-06-13,Jade Daniels,Montpellier,France,Central,Corporate,2012-06-17,Economy,3.876716,43.610769
AZ-2012-8553942,50,13,1,Furniture,Furnishings,37,50,37,13,2012-01-03,Lara Stoate,Montpellier,France,Central,Corporate,2012-01-09,Economy,3.876716,43.610769
AZ-2013-2544170,44,8,2,Office Supplies,Art,36,88,36,16,2013-12-12,Alana Tyson,Montpellier,France,Central,Home Office,2013-12-18,Economy,3.876716,43.610769
AZ-2013-2544170,373,66,2,Office Supplies,Storage,307,746,307,132,2013-12-12,Alana Tyson,Montpellier,France,Central,Home Office,2013-12-18,Economy,3.876716,43.610769
AZ-2013-2544170,205,46,4,Office Supplies,Appliances,159,820,159,184,2013-12-12,Alana Tyson,Montpellier,France,Central,Home Office,2013-12-18,Economy,3.876716,43.610769
AZ-2012-6534891,57,13,3,Office Supplies,Art,44,171,44,39,2012-08-06,Evan Allen,Colomiers,France,Central,Corporate,2012-08-13,Economy,1.336579,43.612189
AZ-2012-6534891,119,53,8,Office Supplies,Binders,66,952,66,424,2012-08-06,Evan Allen,Colomiers,France,Central,Corporate,2012-08-13,Economy,1.336579,43.612189
AZ-2012-6534891,613,236,7,Technology,Accessories,203,4291,377,1652,2012-08-06,Evan Allen,Colomiers,France,Central,Corporate,2012-08-13,Economy,1.336579,43.612189
AZ-2013-701408,564,69,9,Furniture,Chairs,495,5076,495,621,2013-03-15,Michael Myers,Colomiers,France,Central,Home Office,2013-03-19,Economy,1.336579,43.612189
AZ-2013-4721173,76,25,3,Office Supplies,Art,51,228,51,75,2013-04-26,Oscar Noble,Cagnes-sur-Mer,France,Central,Consumer,2013-04-30,Economy,7.14882,43.663739
AZ-2011-3921026,113,56,1,Technology,Accessories,57,113,57,56,2011-06-27,Jordan Peacock,Saint-Laurent-du-Var,France,Central,Corporate,2011-07-02,Economy,7.189811,43.673417
AZ-2014-6453341,132,20,4,Office Supplies,Binders,90,528,112,80,2014-12-17,Bethany Child,Arles,France,Central,Consumer,2014-12-23,Economy,4.6277769,43.676647
AZ-2014-6453341,220,40,2,Technology,Accessories,180,440,180,80,2014-12-17,Bethany Child,Arles,France,Central,Consumer,2014-12-23,Economy,4.6277769,43.676647
AZ-2014-9876300,385,99,9,Office Supplies,Binders,74,3465,286,891,2014-08-09,Max Ludwig,Pertuis,France,Central,Home Office,2014-08-15,Economy,5.501843,43.694275
AZ-2014-3892421,27,5,2,Office Supplies,Paper,22,54,22,10,2014-08-14,Ethan Howarth,Menton,France,Central,Consumer,2014-08-18,Economy,7.49754,43.774481
AZ-2011-5040391,439,117,4,Furniture,Bookcases,322,1756,322,468,2011-08-25,Angelina Hurst,Menton,France,Central,Consumer,2011-08-29,Economy,7.49754,43.774481
AZ-2013-6538,207,72,8,Office Supplies,Art,135,1656,135,576,2013-05-30,Isabella Cleary,Menton,France,Central,Home Office,2013-06-04,Economy,7.49754,43.774481
AZ-2011-3901505,89,31,3,Office Supplies,Art,58,267,58,93,2011-06-27,Kayla Tearle,Mont-de-Marsan,France,Central,Corporate,2011-07-02,Economy,-0.499782,43.893485
AZ-2012-6550286,312,51,3,Technology,Machines,261,936,261,153,2012-06-01,Jeffrey Laird,Avignon,France,Central,Corporate,2012-06-06,Economy,4.805528,43.949317
AZ-2012-6550286,79,36,4,Office Supplies,Supplies,43,316,43,144,2012-06-01,Jeffrey Laird,Avignon,France,Central,Corporate,2012-06-06,Economy,4.805528,43.949317
AZ-2014-9561392,45,1,3,Office Supplies,Paper,44,135,44,3,2014-10-30,Cynthia Zielinski,Avignon,France,Central,Home Office,2014-11-03,Economy,4.805528,43.949317
AZ-2012-4249351,14,3,2,Office Supplies,Binders,11,28,11,6,2012-08-10,Niki Peirce,Sorgues,France,Central,Consumer,2012-08-14,Economy,4.872757,44.008767
AZ-2011-504913,49,4,1,Furniture,Furnishings,45,49,45,4,2011-10-26,Tyson Jonathan,Digne-les-Bains,France,Central,Consumer,2011-10-31,Economy,6.235976,44.092193
AZ-2012-5262260,21,5,2,Office Supplies,Binders,16,42,16,10,2012-08-13,Niamh Mann,Millau,France,Central,Consumer,2012-08-19,Economy,3.077801,44.100575
AZ-2012-5499753,56,9,3,Office Supplies,Fasteners,47,168,47,27,2012-02-03,George To Rot,Agen,France,Central,Corporate,2012-02-07,Economy,0.616363,44.203142
AZ-2013-5337437,100,33,2,Office Supplies,Art,67,200,67,66,2013-06-21,Nicholas Carey,Bologna,Italy,South,Consumer,2013-06-25,Economy,11.3426163,44.494887
AZ-2014-1476767,11,2,1,Office Supplies,Labels,9,11,9,2,2014-09-10,Shelby Dunston,Bologna,Italy,South,Consumer,2014-09-15,Economy,11.3426163,44.494887
AZ-2013-5337437,136,22,4,Office Supplies,Supplies,114,544,114,88,2013-06-21,Nicholas Carey,Bologna,Italy,South,Consumer,2013-06-25,Economy,11.3426163,44.494887
AZ-2014-1476767,218,46,3,Technology,Accessories,172,654,172,138,2014-09-10,Shelby Dunston,Bologna,Italy,South,Consumer,2014-09-15,Economy,11.3426163,44.494887
AZ-2014-7613436,304,97,6,Office Supplies,Art,207,1824,207,582,2014-07-16,Lydia Fowler,Bologna,Italy,South,Corporate,2014-07-22,Economy,11.3426163,44.494887
AZ-2014-6041399,9,3,1,Office Supplies,Labels,6,9,6,3,2014-05-09,Lloyd Barnes,Bologna,Italy,South,Corporate,2014-05-15,Economy,11.3426163,44.494887
AZ-2012-5575176,40,19,2,Furniture,Furnishings,21,80,21,38,2012-06-06,Georgina Arnold,Bologna,Italy,South,Corporate,2012-06-11,Economy,11.3426163,44.494887
AZ-2013-3328876,1028,297,2,Office Supplies,Appliances,731,2056,731,594,2013-01-04,Daryl Claypool,Gap,France,Central,Corporate,2013-01-08,Economy,6.079758,44.559638
AZ-2012-2675559,71,25,3,Office Supplies,Storage,46,213,46,75,2012-05-09,Kristen Holland,La Teste-de-Buch,France,Central,Consumer,2012-05-13,Economy,-1.148224,44.631077
AZ-2014-9876866,59,21,2,Office Supplies,Art,38,118,38,42,2014-05-30,Sophie Watson,La Teste-de-Buch,France,Central,Corporate,2014-06-03,Economy,-1.148224,44.631077
AZ-2014-9876866,443,138,12,Office Supplies,Binders,160,5316,305,1656,2014-05-30,Sophie Watson,La Teste-de-Buch,France,Central,Corporate,2014-06-03,Economy,-1.148224,44.631077
AZ-2014-9876866,1120,199,6,Office Supplies,Storage,921,6720,921,1194,2014-05-30,Sophie Watson,La Teste-de-Buch,France,Central,Corporate,2014-06-03,Economy,-1.148224,44.631077
AZ-2014-9876866,45,6,3,Office Supplies,Supplies,39,135,39,18,2014-05-30,Sophie Watson,La Teste-de-Buch,France,Central,Corporate,2014-06-03,Economy,-1.148224,44.631077
AZ-2014-9876866,307,74,3,Technology,Accessories,233,921,233,222,2014-05-30,Sophie Watson,La Teste-de-Buch,France,Central,Corporate,2014-06-03,Economy,-1.148224,44.631077
AZ-2012-8524723,326,128,9,Office Supplies,Art,167,2934,198,1152,2012-08-09,Daniel Lucas,La Teste-de-Buch,France,Central,Home Office,2012-08-13,Economy,-1.148224,44.631077
AZ-2012-8524723,245,20,3,Technology,Accessories,225,735,225,60,2012-08-09,Daniel Lucas,La Teste-de-Buch,France,Central,Home Office,2012-08-13,Economy,-1.148224,44.631077
AZ-2012-4260894,44,7,3,Office Supplies,Envelopes,37,132,37,21,2012-07-28,Jose Gullo,Modena,Italy,South,Consumer,2012-08-02,Economy,10.9252269,44.647128
AZ-2011-882043,23,6,2,Office Supplies,Labels,17,46,17,12,2011-08-02,Leroy Samson,Cestas,France,Central,Home Office,2011-08-06,Economy,-0.684355,44.741163
AZ-2013-3032452,154,53,3,Office Supplies,Storage,101,462,101,159,2013-12-16,Isabella Cleary,Gradignan,France,Central,Home Office,2013-12-20,Economy,-0.618945,44.774267
AZ-2013-3032452,15,2,1,Office Supplies,Envelopes,13,15,13,2,2013-12-16,Isabella Cleary,Gradignan,France,Central,Home Office,2013-12-20,Economy,-0.618945,44.774267
AZ-2011-494581,78,20,3,Office Supplies,Art,58,234,58,60,2011-02-01,Kiara Allen,Parma,Italy,South,Consumer,2011-02-05,Economy,10.3279036,44.801485
AZ-2011-5707449,118,0,4,Office Supplies,Art,118,472,118,0,2011-08-11,Oliver Stephenson,Parma,Italy,South,Consumer,2011-08-16,Economy,10.3279036,44.801485
AZ-2011-5707449,32,4,4,Office Supplies,Labels,28,128,28,16,2011-08-11,Oliver Stephenson,Parma,Italy,South,Consumer,2011-08-16,Economy,10.3279036,44.801485
AZ-2011-5707449,114,34,2,Office Supplies,Appliances,80,228,80,68,2011-08-11,Oliver Stephenson,Parma,Italy,South,Consumer,2011-08-16,Economy,10.3279036,44.801485
BN-2013-8281776,527,132,2,Technology,Copiers,395,1054,395,264,2013-03-29,Katie Evenden,Parma,Italy,South,Corporate,2013-04-03,Economy,10.3279036,44.801485
BN-2014-3084273,27,4,2,Office Supplies,Storage,23,54,23,8,2014-08-07,Libby McDonald,Parma,Italy,South,Home Office,2014-08-11,Economy,10.3279036,44.801485
BN-2014-3084273,593,213,4,Furniture,Bookcases,380,2372,380,852,2014-08-07,Libby McDonald,Parma,Italy,South,Home Office,2014-08-11,Economy,10.3279036,44.801485
BN-2014-3084273,1709,564,3,Office Supplies,Appliances,1145,5127,1145,1692,2014-08-07,Libby McDonald,Parma,Italy,South,Home Office,2014-08-11,Economy,10.3279036,44.801485
AZ-2013-6943804,68,24,4,Office Supplies,Envelopes,44,272,44,96,2013-12-23,Gary Crume,Talence,France,Central,Consumer,2013-12-28,Economy,-0.588054,44.802614
AZ-2013-6943804,225,9,8,Technology,Accessories,216,1800,216,72,2013-12-23,Gary Crume,Talence,France,Central,Consumer,2013-12-28,Economy,-0.588054,44.802614
BN-2014-7358344,115,25,1,Technology,Accessories,90,115,90,25,2014-04-20,Molly Palmer,Talence,France,Central,Corporate,2014-04-24,Economy,-0.588054,44.802614
AZ-2011-8734686,206,25,5,Office Supplies,Supplies,181,1030,181,125,2011-06-17,Michael Watkins,Talence,France,Central,Home Office,2011-06-22,Economy,-0.588054,44.802614
AZ-2014-3767753,52,18,2,Office Supplies,Art,34,104,34,36,2014-09-04,Amy Nixon,Bordeaux,France,Central,Consumer,2014-09-08,Economy,-0.57918,44.837789
AZ-2013-5414394,34,12,3,Office Supplies,Labels,22,102,22,36,2013-02-02,Tahlia Murnin,Bordeaux,France,Central,Consumer,2013-02-07,Economy,-0.57918,44.837789
AZ-2014-7108585,202,4,4,Office Supplies,Binders,198,808,198,16,2014-12-26,Zoe Lowin,Bordeaux,France,Central,Consumer,2014-12-31,Economy,-0.57918,44.837789
AZ-2013-2558341,146,18,7,Office Supplies,Storage,128,1022,128,126,2013-11-30,Stella Hellyer,Bordeaux,France,Central,Consumer,2013-12-05,Economy,-0.57918,44.837789
AZ-2014-7108585,563,48,6,Technology,Machines,368,3378,515,288,2014-12-26,Zoe Lowin,Bordeaux,France,Central,Consumer,2014-12-31,Economy,-0.57918,44.837789
AZ-2013-5414394,251,55,8,Office Supplies,Supplies,196,2008,196,440,2013-02-02,Tahlia Murnin,Bordeaux,France,Central,Consumer,2013-02-07,Economy,-0.57918,44.837789
AZ-2013-2326728,304,95,2,Furniture,Bookcases,209,608,209,190,2013-02-01,Nate Wilder-Neligan,Bordeaux,France,Central,Consumer,2013-02-05,Economy,-0.57918,44.837789
AZ-2013-2558341,50,15,2,Furniture,Furnishings,35,100,35,30,2013-11-30,Stella Hellyer,Bordeaux,France,Central,Consumer,2013-12-05,Economy,-0.57918,44.837789
BN-2013-7528066,63,7,4,Office Supplies,Art,56,252,56,28,2013-05-22,Gerald Galvan,Bordeaux,France,Central,Corporate,2013-05-26,Economy,-0.57918,44.837789
BN-2013-7528066,106,33,2,Furniture,Chairs,73,212,73,66,2013-05-22,Gerald Galvan,Bordeaux,France,Central,Corporate,2013-05-26,Economy,-0.57918,44.837789
AZ-2013-3667300,23,6,2,Office Supplies,Binders,17,46,17,12,2013-02-25,Naomi Hancock,Bordeaux,France,Central,Corporate,2013-03-01,Economy,-0.57918,44.837789
BN-2013-7528066,155,19,9,Office Supplies,Binders,21,1395,136,171,2013-05-22,Gerald Galvan,Bordeaux,France,Central,Corporate,2013-05-26,Economy,-0.57918,44.837789
AZ-2012-1643154,1853,576,5,Furniture,Bookcases,1277,9265,1277,2880,2012-10-01,Philip Newsom,Bordeaux,France,Central,Corporate,2012-10-07,Economy,-0.57918,44.837789
AZ-2013-6415803,173,15,4,Office Supplies,Storage,158,692,158,60,2013-06-07,Erin Gill,Bordeaux,France,Central,Home Office,2013-06-11,Economy,-0.57918,44.837789
AZ-2013-2820920,61,28,2,Office Supplies,Binders,33,122,33,56,2013-01-28,Spencer Wallis,Blanquefort,France,Central,Consumer,2013-02-03,Economy,-0.635244,44.910084
AZ-2013-2820920,77,5,4,Office Supplies,Envelopes,72,308,72,20,2013-01-28,Spencer Wallis,Blanquefort,France,Central,Consumer,2013-02-03,Economy,-0.635244,44.910084
AZ-2011-6674300,140,21,3,Office Supplies,Art,119,420,119,63,2011-01-04,Devin Huddleston,Valence,France,Central,Consumer,2011-01-08,Economy,4.89236,44.933393
AZ-2014-4188403,596,91,4,Technology,Machines,505,2384,505,364,2014-11-25,Anna Leal,Valence,France,Central,Consumer,2014-11-29,Economy,4.89236,44.933393
AZ-2014-8589669,125,15,5,Office Supplies,Supplies,110,625,110,75,2014-12-13,James Bruns,Valence,France,Central,Consumer,2014-12-17,Economy,4.89236,44.933393
AZ-2014-8808446,122,38,9,Office Supplies,Binders,23,1098,84,342,2014-11-21,Alexander Bennett,Valence,France,Central,Corporate,2014-11-25,Economy,4.89236,44.933393
AZ-2012-2712293,548,88,15,Office Supplies,Art,249,8220,460,1320,2012-05-23,Maynard Moorman,Turin,Italy,South,Consumer,2012-05-28,Economy,7.6868565,45.070312
AZ-2013-4330374,66,11,4,Office Supplies,Paper,55,264,55,44,2013-06-26,Summer Hayward,Turin,Italy,South,Consumer,2013-07-01,Economy,7.6868565,45.070312
AZ-2012-506999,53,9,4,Office Supplies,Labels,44,212,44,36,2012-11-28,Linda Dennis,Turin,Italy,South,Consumer,2012-12-04,Economy,7.6868565,45.070312
AZ-2013-4330374,276,62,10,Office Supplies,Binders,120,2760,214,620,2013-06-26,Summer Hayward,Turin,Italy,South,Consumer,2013-07-01,Economy,7.6868565,45.070312
AZ-2014-4714590,385,50,3,Technology,Copiers,335,1155,335,150,2014-03-08,Chelsea Bannister,Turin,Italy,South,Consumer,2014-03-14,Economy,7.6868565,45.070312
AZ-2013-3807660,24,11,1,Office Supplies,Supplies,13,24,13,11,2013-06-07,Holly Noble,Turin,Italy,South,Consumer,2013-06-11,Economy,7.6868565,45.070312
AZ-2013-4330374,111,19,4,Office Supplies,Supplies,92,444,92,76,2013-06-26,Summer Hayward,Turin,Italy,South,Consumer,2013-07-01,Economy,7.6868565,45.070312
AZ-2014-2750080,140,45,4,Office Supplies,Supplies,95,560,95,180,2014-08-04,Aidan Rowe,Turin,Italy,South,Consumer,2014-08-09,Economy,7.6868565,45.070312
AZ-2013-4330374,492,5,4,Furniture,Bookcases,487,1968,487,20,2013-06-26,Summer Hayward,Turin,Italy,South,Consumer,2013-07-01,Economy,7.6868565,45.070312
AZ-2014-4714590,1078,323,2,Office Supplies,Appliances,755,2156,755,646,2014-03-08,Chelsea Bannister,Turin,Italy,South,Consumer,2014-03-14,Economy,7.6868565,45.070312
AZ-2013-2468600,77,24,7,Office Supplies,Binders,53,539,53,168,2013-11-13,Declan Dundas,Turin,Italy,South,Corporate,2013-11-18,Economy,7.6868565,45.070312
BN-2012-9869476,757,68,2,Technology,Copiers,689,1514,689,136,2012-07-13,Alexis Code,Turin,Italy,South,Corporate,2012-07-17,Economy,7.6868565,45.070312
AZ-2014-5463403,51,3,7,Office Supplies,Labels,48,357,48,21,2014-07-30,Mark Burkett,Turin,Italy,South,Home Office,2014-08-04,Economy,7.6868565,45.070312
AZ-2014-4571075,54,20,4,Office Supplies,Envelopes,34,216,34,80,2014-10-20,Daniel Hamilton,Turin,Italy,South,Home Office,2014-10-24,Economy,7.6868565,45.070312
AZ-2013-8108569,135,62,5,Office Supplies,Art,73,675,73,310,2013-06-02,Josh Wilkinson,Echirolles,France,Central,Corporate,2013-06-06,Economy,5.718034,45.142151
AZ-2014-4467303,39,12,3,Office Supplies,Binders,27,117,27,36,2014-08-02,Harry Ahmed,Brive-la-Gaillarde,France,Central,Consumer,2014-08-07,Economy,1.533937,45.159555
AZ-2014-4467303,60,25,3,Office Supplies,Storage,35,180,35,75,2014-08-02,Harry Ahmed,Brive-la-Gaillarde,France,Central,Consumer,2014-08-07,Economy,1.533937,45.159555
AZ-2012-9985308,63,8,3,Office Supplies,Storage,55,189,55,24,2012-08-13,Richard Poole,Brive-la-Gaillarde,France,Central,Home Office,2012-08-19,Economy,1.533937,45.159555
AZ-2014-3031109,37,14,3,Office Supplies,Labels,23,111,23,42,2014-06-17,Ashton Foley,Grenoble,France,Central,Consumer,2014-06-22,Economy,5.724524,45.188529
AZ-2014-2658996,140,46,5,Office Supplies,Binders,94,700,94,230,2014-05-21,Paul Cleary,Grenoble,France,Central,Corporate,2014-05-26,Economy,5.724524,45.188529
AZ-2011-2030946,41,1,2,Office Supplies,Storage,40,82,40,2,2011-12-03,Leroy Samson,Grenoble,France,Central,Home Office,2011-12-08,Economy,5.724524,45.188529
AZ-2011-2030946,144,35,3,Office Supplies,Appliances,109,432,109,105,2011-12-03,Leroy Samson,Grenoble,France,Central,Home Office,2011-12-08,Economy,5.724524,45.188529
AZ-2012-2335503,249,70,5,Office Supplies,Binders,179,1245,179,350,2012-12-21,Jacob Carter,Fontaine,France,Central,Consumer,2012-12-28,Economy,5.688211,45.192754
AZ-2012-2335503,1952,759,4,Office Supplies,Appliances,1193,7808,1193,3036,2012-12-21,Jacob Carter,Fontaine,France,Central,Consumer,2012-12-28,Economy,5.688211,45.192754
AZ-2013-2203861,289,116,2,Technology,Copiers,173,578,173,232,2013-10-10,Alana Zahel,Annonay,France,Central,Consumer,2013-10-14,Economy,4.667349,45.239403
AZ-2014-9821147,36,0,4,Office Supplies,Envelopes,36,144,36,0,2014-06-04,Kieran Herbert,Voiron,France,Central,Consumer,2014-06-08,Economy,5.591349,45.362713
AZ-2013-7212941,27,8,2,Office Supplies,Binders,19,54,19,16,2013-09-27,Robert Ramsey,Firminy,France,Central,Consumer,2013-10-01,Economy,4.287617,45.387638
AZ-2011-2905039,1234,370,3,Furniture,Chairs,864,3702,864,1110,2011-12-06,Andres Woodruff,Firminy,France,Central,Home Office,2011-12-11,Economy,4.287617,45.387638
AZ-2012-4085046,21,5,3,Office Supplies,Labels,16,63,16,15,2012-02-27,Angus Fryar,Busto Arsizio,Italy,South,Consumer,2012-03-03,Economy,8.8531265,45.611892
AZ-2013-6968684,123,33,4,Technology,Accessories,90,492,90,132,2013-09-20,Alexis Code,Busto Arsizio,Italy,South,Corporate,2013-09-25,Economy,8.8531265,45.611892
AZ-2014-6423763,20,6,1,Office Supplies,Paper,14,20,14,6,2014-12-19,Xavier Burford,Villefontaine,France,Central,Corporate,2014-12-23,Economy,5.150093,45.613538
AZ-2014-6423763,212,97,7,Office Supplies,Binders,115,1484,115,679,2014-12-19,Xavier Burford,Villefontaine,France,Central,Corporate,2014-12-23,Economy,5.150093,45.613538
AZ-2014-6423763,382,68,3,Office Supplies,Storage,314,1146,314,204,2014-12-19,Xavier Burford,Villefontaine,France,Central,Corporate,2014-12-23,Economy,5.150093,45.613538
AZ-2014-6423763,224,87,3,Office Supplies,Appliances,137,672,137,261,2014-12-19,Xavier Burford,Villefontaine,France,Central,Corporate,2014-12-23,Economy,5.150093,45.613538
AZ-2014-6423763,508,203,2,Technology,Accessories,305,1016,305,406,2014-12-19,Xavier Burford,Villefontaine,France,Central,Corporate,2014-12-23,Economy,5.150093,45.613538
AZ-2012-1714781,646,213,3,Technology,Machines,433,1938,433,639,2012-06-22,Lilly Le Grand,Villefontaine,France,Central,Home Office,2012-06-26,Economy,5.150093,45.613538
AZ-2013-2192067,309,82,2,Furniture,Chairs,227,618,227,164,2013-02-11,Robert Barnes,Cognac,France,Central,Consumer,2013-02-17,Economy,-0.328744,45.691046
AZ-2012-1485221,298,71,6,Office Supplies,Art,227,1788,227,426,2012-02-02,Elijah Sodeman,Saint-Priest,France,Central,Consumer,2012-02-06,Economy,4.947071,45.698938
AZ-2012-1485221,108,4,9,Office Supplies,Binders,104,972,104,36,2012-02-02,Elijah Sodeman,Saint-Priest,France,Central,Consumer,2012-02-06,Economy,4.947071,45.698938
AZ-2012-1485221,256,100,2,Furniture,Bookcases,156,512,156,200,2012-02-02,Elijah Sodeman,Saint-Priest,France,Central,Consumer,2012-02-06,Economy,4.947071,45.698938
AZ-2011-9121322,26,10,2,Office Supplies,Binders,16,52,16,20,2011-12-20,Jacob Carter,Oullins,France,Central,Consumer,2011-12-24,Economy,4.80066,45.711926
AZ-2011-9121322,185,78,4,Office Supplies,Envelopes,107,740,107,312,2011-12-20,Jacob Carter,Oullins,France,Central,Consumer,2011-12-24,Economy,4.80066,45.711926
AZ-2013-8717132,229,51,3,Office Supplies,Appliances,178,687,178,153,2013-02-07,Zachary Warner,Bron,France,Central,Consumer,2013-02-13,Economy,4.911927,45.733316
AZ-2013-7897530,65,17,2,Office Supplies,Paper,48,130,48,34,2013-01-04,Tara Hines,Lyon,France,Central,Consumer,2013-01-08,Economy,4.835659,45.764043
AZ-2013-5024035,62,20,1,Technology,Phones,42,62,42,20,2013-12-24,Elise Godfrey,Lyon,France,Central,Consumer,2013-12-29,Economy,4.835659,45.764043
AZ-2013-6514734,147,31,5,Office Supplies,Binders,116,735,116,155,2013-05-30,Ashton Morey,Lyon,France,Central,Consumer,2013-06-05,Economy,4.835659,45.764043
AZ-2014-5829110,1517,575,10,Office Supplies,Storage,874,15170,942,5750,2014-06-03,Nancy Seay,Lyon,France,Central,Consumer,2014-06-09,Economy,4.835659,45.764043
AZ-2013-5024035,83,22,2,Office Supplies,Supplies,61,166,61,44,2013-12-24,Elise Godfrey,Lyon,France,Central,Consumer,2013-12-29,Economy,4.835659,45.764043
AZ-2012-7800585,357,20,2,Furniture,Bookcases,337,714,337,40,2012-06-11,Charles Carey,Lyon,France,Central,Consumer,2012-06-15,Economy,4.835659,45.764043
AZ-2014-1406790,118,25,4,Technology,Accessories,93,472,93,100,2014-05-29,David Mortlock,Lyon,France,Central,Consumer,2014-06-02,Economy,4.835659,45.764043
BN-2013-6882863,59,25,2,Office Supplies,Paper,34,118,34,50,2013-12-24,Kevin O'Neill,Lyon,France,Central,Corporate,2013-12-29,Economy,4.835659,45.764043
AZ-2011-2820672,212,70,2,Technology,Phones,142,424,142,140,2011-06-01,Rachel Tyler,Lyon,France,Central,Corporate,2011-06-05,Economy,4.835659,45.764043
AZ-2013-5724915,56,6,14,Office Supplies,Binders,50,784,50,84,2013-02-18,Patricia Lukes,Lyon,France,Central,Corporate,2013-02-25,Economy,4.835659,45.764043
AZ-2014-2916681,372,33,1,Furniture,Bookcases,339,372,339,33,2014-01-14,Richard Harvey,Lyon,France,Central,Corporate,2014-01-18,Economy,4.835659,45.764043
AZ-2013-5724915,80,2,2,Technology,Accessories,78,160,78,4,2013-02-18,Patricia Lukes,Lyon,France,Central,Corporate,2013-02-25,Economy,4.835659,45.764043
AZ-2014-1954439,131,41,3,Furniture,Furnishings,90,393,90,123,2014-01-14,Ashley Baldwinson,Lyon,France,Central,Corporate,2014-01-19,Economy,4.835659,45.764043
AZ-2013-393672,151,41,6,Office Supplies,Art,60,906,110,246,2013-02-20,Ella Dwyer-Gray,Meyzieu,France,Central,Consumer,2013-02-26,Economy,5.003658,45.766821
AZ-2013-393672,48,5,3,Office Supplies,Fasteners,43,144,43,15,2013-02-20,Ella Dwyer-Gray,Meyzieu,France,Central,Consumer,2013-02-26,Economy,5.003658,45.766821
